"AOSNUMBER","NEWAOSNUMBER (ORI9)","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","TECH ABV","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS016886","OH0312800ALPR","Norwood","Hamilton County","OH","Norwood Police Department","Police","The Norwood Police Department operates seven Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016887","OH0312200ALPR","Mariemont","Hamilton County","OH","Mariemont Police Department","Police","The Mariemont Police Department operates eight Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016888","OH0311900ALPR","Lockland","Hamilton County","OH","Lockland Police Department","Police","The Lockland Police Department operates six Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016889","OH0311400ALPR","Golf Manor","Hamilton County","OH","Golf Manor Police Department","Police","The Golf Manor Police Department operates four Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016890","OH0311300ALPR","Glendale","Hamilton County","OH","Glendale Police Department","Police","The Glendale Police Department operates two Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016891","OH0310800ALPR","Delhi","Hamilton County","OH","Delhi Township Police Department","Police","The Delhi Township Police Department operates 16 Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016892","OH0310700ALPR","Deer Park","Hamilton County","OH","Deer Park Police Department","Police","The Deer Park Police Department operates nine Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016893","OH0310500ALPR","Cincinnati","Hamilton County","OH","Cheviot Police Department","Police","The Cheviot Police Department operates six Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016894","OH0300000ALPR","Cambridge","Guernsey County","OH","Guernsey County Sheriff's Office","Sheriff","The Guernsey County Sheriff's Office operates two Flock Safety automated license plate readers as of September 2025.","County","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016895","OH0291300ALPR","Centerville","Montgomery County","OH","Sugarcreek Township Police Department","Police","The Sugarcreek Township Police Department operates four Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016896","OH0290500ALPR","Bellbrook","Greene County","OH","Bellbrook Police Department","Police","The Bellbrook Police Department operates five Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016897","OH0290300ALPR","Xenia","Greene County","OH","Xenia Police Division","Police","The Xenia Police Division operates four Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016898","OH0290100ALPR","Fairborn","Greene County","OH","Fairborn Police Department","Police","The Fairborn Police Department operates 15 Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016899","OH0290000ALPR","Xenia","Greene County","OH","Greene County Sheriff's Office","Sheriff","The Greene County Sheriff's Office operates 14 Flock Safety automated license plate readers as of September 2025.","County","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016900","OH0280600ALPR","Chagrin Falls","Cuyahoga County","OH","South Russell Police Department","Police","The South Russell Police Department operates 12 Flock Safety automated license plate readers as of September 2025.","Municipal","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
"AOS016901","OH0280000ALPR","Chardon","Geauga County","OH","Geauga County Sheriff's Office","Sheriff","The Geauga County Sheriff's Office operates one Flock Safety automated license plate readers as of September 2025.","County","Automated License Plate Readers","","Flock Safety","https://www.documentcloud.org/documents/26182924-pittsboro-police-department-flock-safety-shared-devices-list/","","Public Records From the EFF via Pittsboro Police - See note","","9/11/2025","","","","","","","","","","",""
