YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Crude Prevalence,72.5,72.5,,,65.3,78.7,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Crude Prevalence,4.2,4.2,,,3.5,5.1,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,7.2,7.2,,,6.7,7.6,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,70.7,70.7,,,62.1,78,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,41.3,41.3,,,31.4,51.9,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,35.6,35.6,,,28.4,43.6,Race/Ethnicity,"White, non-Hispanic"
2014,2014,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Mean,3,3,,,2.5,3.6,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,28.5,28.5,,,24.2,33.2,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,71.9,71.9,,,60.8,80.9,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2011,2011,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Mean,3.8,3.8,,,3.1,4.5,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,70.6,70.6,,,59.6,79.5,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,42.6,42.6,,,36,49.4,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Crude Prevalence,13,13,,,11.7,14.4,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,33.8,33.8,,,27.1,41.2,Gender,Male
2016,2016,OK,Oklahoma,BRFSS,Older Adults,Proportion of older adults aged >= 65 years who are up to date on a core set of clinical preventive services,,%,Age-adjusted Prevalence,44,44,,,34.2,54.4,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Crude Prevalence,14.5,14.5,,,8.9,22.7,Race/Ethnicity,"Multiracial, non-Hispanic"
2012,2016,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,,Average Annual Number,14,14,,,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Crude Prevalence,24.8,24.8,,,22.8,27,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Crude Prevalence,54.4,54.4,,,47.6,61,Gender,Male
2014,2014,OK,Oklahoma,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,53.5,53.5,,,39.5,67,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Crude Prevalence,52,52,,,47.7,56.3,Overall,Overall
2014,2014,OK,Oklahoma,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.8,13.8,,,12.6,14.9,Overall,Overall
2015,2015,OK,Oklahoma,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,16.6,16.6,,,9.5,27.4,Race/Ethnicity,American Indian or Alaska Native
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among women aged 18-44 years,,%,Crude Prevalence,15.1,15.1,,,11.8,19.1,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.8,10.8,,,7.1,16.1,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,,%,Age-adjusted Prevalence,4.3,4.3,,,3.5,5.2,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.6,13.6,,,12.3,15.1,Overall,Overall
2014,2014,OK,Oklahoma,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,13.7,13.7,,,9.8,18.7,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Crude Prevalence,50.1,50.1,,,37.3,62.9,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2017,2017,OK,Oklahoma,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,,"cases per 1,000",Crude Rate,11.92,11.92,,,11.46,12.38,Gender,Male
2015,2015,OK,Oklahoma,BRFSS,Overarching Conditions,Recent physically unhealthy days among adults aged >= 18 years,,Number,Mean,4.6,4.6,,,4.3,4.9,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,6.9,6.9,,,5.6,8.4,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,46,46,,,36.2,56.2,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,39.3,39.3,,,32.3,46.8,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Mean,3.3,3.3,,,2.3,4.2,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,13.3,13.3,,,9.5,18.4,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,90.1,90.1,,,77.9,96,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Heavy drinking among women aged 18-44 years,,%,Crude Prevalence,4.5,4.5,,,2.7,7.2,Race/Ethnicity,"White, non-Hispanic"
2017,2017,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Crude Prevalence,55.9,55.9,,,40.8,70,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have diabetes,,%,Age-adjusted Prevalence,33.9,33.9,,,29.4,38.8,Overall,Overall
2014,2014,OK,Oklahoma,State Inpatient Data,Diabetes,Hospitalization with diabetes as a listed diagnosis,,"cases per 10,000",Crude Rate,,,-,No data available,,,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Crude Prevalence,62.7,62.7,,,57.3,67.7,Race/Ethnicity,"White, non-Hispanic"
2012,2012,OK,Oklahoma,NVSS,Chronic Kidney Disease,Mortality with end-stage renal disease,,,Number,1981,1981,,,,,Gender,Male
2016,2016,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,,%,Age-adjusted Prevalence,8.9,8.9,,,6.5,12,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,37.6,37.6,,,31.8,43.8,Race/Ethnicity,"White, non-Hispanic"
2016,2016,OK,Oklahoma,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,,%,Crude Prevalence,17.9,17.9,,,12.9,24.2,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Crude Prevalence,36.5,36.5,,,33.7,39.3,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,30.8,30.8,,,27.2,34.6,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,5.2,5.2,,,4.9,5.5,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,31.1,31.1,,,24.9,38,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Age-adjusted Mean,4.2,4.2,,,3.4,5,Race/Ethnicity,"White, non-Hispanic"
2012,2012,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,,Number,2792,2792,,,,,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,37.1,37.1,,,25.2,50.8,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,OK,Oklahoma,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,18.9,18.9,,,17,20.8,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,,%,Crude Prevalence,38.7,38.7,,,28.1,50.5,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Crude Prevalence,53,53,,,47.7,58.3,Gender,Male
2016,2016,OK,Oklahoma,BRFSS,Cancer,Recent Papanicolaou smear use among women aged 21-44 years,,%,Crude Prevalence,83.5,83.5,,,65.7,93.1,Race/Ethnicity,"Black, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years,,%,Age-adjusted Prevalence,29.3,29.3,,,27.4,31.2,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged >= 65 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic"
2012,2012,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,,%,Crude Prevalence,31,31,,,29.5,32.6,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,,%,Crude Prevalence,23.1,23.1,,,14.2,35.4,Race/Ethnicity,"Black, non-Hispanic"
2014,2014,OK,Oklahoma,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,,Number,2944,2944,,,,,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Crude Prevalence,30.7,30.7,,,22.5,40.3,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Crude Prevalence,8.6,8.6,,,7.4,10.1,Gender,Female
2015,2015,OK,Oklahoma,BRFSS,Arthritis,Adults aged >= 18 years with arthritis who have taken a class to learn how to manage arthritis symptoms,,%,Crude Prevalence,,,-,No data available,,,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Crude Prevalence,37.9,37.9,,,35.2,40.7,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Mean,8.7,8.7,,,8,9.3,Gender,Male
2012,2012,OK,Oklahoma,NVSS,Asthma,Asthma mortality rate,,"cases per 1,000,000",Age-adjusted Rate,13.5,13.5,,,10,17.6,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,46.8,46.8,,,38.6,55.2,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,,%,Crude Prevalence,37.3,37.3,,,31.2,43.8,Overall,Overall
2009,2013,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive melanoma, incidence",,,Average Annual Number,422,422,,,,,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking frequency among adults aged >= 18 years who binge drink,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
2015,2015,OK,Oklahoma,APIS,Alcohol,Amount of alcohol excise tax by beverage type (wine),,$,US Dollars,0.72,0.72,,,,,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,Age-adjusted Prevalence,33.9,33.9,,,30.9,37,Race/Ethnicity,"White, non-Hispanic"
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,,%,Age-adjusted Prevalence,9.1,9.1,,,6.3,13,Race/Ethnicity,"Other, non-Hispanic"
2018,2018,OK,Oklahoma,CDC Breastfeeding Report Card,"Nutrition, Physical Activity, and Weight Status",Live births occurring at Baby Friendly Facilities,,%,Percent,21.7,21.7,,,,,Overall,Overall
2018,2018,OK,Oklahoma,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,,%,Crude Prevalence,7,7,,,5.7,8.5,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who have heart disease,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic
2012,2016,OK,Oklahoma,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,,Average Annual Number,102,102,,,,,Race/Ethnicity,Hispanic
2015,2015,OK,Oklahoma,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,"cases per 100,000",Crude Rate,142.2,142.2,,,137,147.5,Gender,Female
2018,2018,OK,Oklahoma,BRFSS,Arthritis,Physical inactivity among adults aged >= 18 years with arthritis,,%,Age-adjusted Prevalence,27,27,,,22.4,32,Gender,Male
2018,2018,OK,Oklahoma,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,,Number,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic"
