name,Nationality,Current status,gender,Build,First appeared,Last appeared,Affiliation,Title,Rank,Date of death,First mentioned,Last mentioned,Date of birth,Eyes,Ajah,hair,height_in,Occupation,Clan,Sept,Society,Weight,Race,Hair color,Eye color,feet,inches,birth_age,death_age,birth_year,death_year,years_alive,series
Arebis,Unknown nationality,Alive,Female,NA,NA,NA,White Tower,NA,Aes Sedai,NA,KOD Prologue,KOD Prologue,NA,NA,Unknown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Amellia Arene,Amadician,Alive,Female,NA,TFOH 18,TFOH 18,Darkfriend,NA,NA,NA,NA,TFOH 34,NA,NA,NA,Gray,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Cecilia Arens,Almoth Plain,Alive,Female,NA,NA,NA,NA,NA,NA,NA,The Wheel of Time Roleplaying Game,NA,NA,NA,NA,NA,NA,Wisdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Meilyn Arganya,Unknown nationality,Dead,Female,NA,NS 5,NS 8,White Tower,NA,Aes Sedai,979 NE,NS 3,NS 18,NA,Startling blue,White Ajah,Silver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,979,NA,wot
Lyrelle Arienwin,Cairhienin,Alive,Female,NA,TPOD 16,AMOL Epilogue,White Tower,NA,Aes Sedai,NA,NA,NA,833 NE,NA,Blue Ajah,NA,NA,Sitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,833,NA,NA,wot
Arlene,Andoran,Alive,Female,NA,COT 15,KOD 17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Chilares Arman,Murandian,Alive,Female,Willowy,TPOD 1,TPOD 3,The Kin,NA,Elder,NA,NA,WH 11,NA,Doe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Laigin Arnault,Tarabon,Dead,Female,NA,NA,NA,White Tower,NA,Aes Sedai,999 NE,TPOD 13,TPOD 13,NA,NA,Red Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Rahema Arnon,Altaran,Alive,Female,NA,COT 26,COT 26,NA,NA,NA,NA,NA,NA,NA,Haggard,NA,NA,NA,Merchant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Racelle Arovni,Kandori,Alive,Female,NA,NS 16,NS 16,NA,NA,NA,NA,NA,NA,NA,Dark,NA,Gray,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Arrata,Seanchan,Alive,Female,Wiry,KOD 26,NA,Ever Victorious Army,NA,NA,NA,KOD Prologue,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Edeyn ti Gemallen Arrel,Malkieri,Alive,Female,NA,NS 22,NS 26,NA,NA,NA,NA,NS 16,NS Epilogue,934 NE,"Large, dark",NA,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,934,NA,NA,wot
Iselle Arrel,Malkieri,Dead,Female,NA,NS 25,NS 26,NA,NA,NA,979 NE,NS 22,NS Epilogue,NA,NA,NA,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,979,NA,wot
Catlynde Artein,Unknown nationality,Dead,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,TWORJTWOT,TWORJTWOT,NA,NA,Unknown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Deane Aryman,Shiotan,Dead,Female,NA,NA,NA,NA,Amyrlin Seat,Aes Sedai,FY 1084,TFOH 11,COT 30,FY 920,NA,Blue Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FY,FY,920,1084,164,wot
Ashelin,Altara,Alive,Female,Plump,KOD 24,KOD 24,White Tower,NA,Novice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Mistress Asher,Unknown nationality,Alive,Female,NA,NS 17,NS 17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Ashmanaille,Unknown nationality,Alive,Female,Lanky,LOC 14,AMOL 27,White Tower,NA,Aes Sedai,NA,NA,NA,902 NE,Brown,Gray Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,902,NA,NA,wot
Iona Ashmar,Ghealdanin,Dead,Female,NA,NA,NA,NA,Lady,Lady,NA,RPG,RPG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Saerin Asnobar,Altaran,Alive,Female,NA,TPOD 26,AMOL Epilogue,White Tower,NA,Aes Sedai,NA,NA,NA,781 NE,NA,Brown Ajah,Dark,NA,Sitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,781,NA,NA,wot
Asseil,Taraboner,Alive,Female,Slim,KOD 24,KOD 24,White Tower,NA,Accepted,NA,NA,NA,NA,Brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Astara,Andoran,Dead,Female,NA,NA,NA,NA,Queen,Queen,NA,TWORJTWOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Astrelle,Unknown nationality,Alive,Female,Plump,KOD Prologue,KOD Prologue,White Tower,NA,Aes Sedai,NA,NA,NA,NA,NA,White Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Atuan,NA,Unknown,Female,NA,NA,NA,White Tower,NA,Accepted,NA,NA,NS 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Shiaine Avarhin,Andoran,Dead,Female,NA,NA,NA,NA,Lady,NA,NA,WH 10,WH 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Einion Avharin,Far Madding,Dead,Female,NA,NA,NA,NA,NA,First Counsel,NA,WH 23,WH 23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Aviellin,Aiel,Alive,Female,NA,NA,NA,Car'a'carn,NA,NA,NA,KOD 29,KOD 29,NA,NA,NA,NA,NA,NA,Unknown clan,Unknown sept,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Aviendha,Aiel,Alive,Female,NA,TDR 38,AMOL Epilogue,NA,NA,NA,NA,NA,NA,980 NE,Blue-green,NA,Red,69,Wise One,Taardad,Nine Valleys,Far Dareis Mai,NA,NA,NA,NA,5,9,NE,NA,980,NA,NA,wot
Rhea Avin,Andoran,Alive,Female,NA,LOC Prologue,LOC Prologue,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Adora Aybara,Andoran,Dead,Female,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,999 NE,NA,TSR 56,983 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,983,999,16,wot
Adora Aybara (granddaughter of Perrin),Andoran,Foreseen,Female,NA,NA,NA,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Deselle Aybara,Andoran,Dead,Female,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,999 NE,NA,TSR 56,988 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,988,999,11,wot
Joslyn Aybara,Andoran,Dead,Female,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,999 NE,NA,TSR 31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Magde Aybara,Andoran,Dead,Female,Stout,NA,NA,Two Rivers,NA,NA,999 NE,TSR 29,TSR 40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,999,NA,wot
Faile Bashere,Saldaean,Alive,Female,NA,TDR 33,AMOL Epilogue,Perrin Aybara,Lady,Lady,NA,NA,NA,981 NE,Dark,NA,Black,65,NA,NA,NA,NA,Slender,NA,NA,NA,5,5,NE,NA,981,NA,NA,wot
Lara Ayellan,Andoran,Alive,Female,NA,NA,NA,Two Rivers,NA,NA,NA,TEOTW 13,TEOTW 13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Corin Ayellin,Andoran,Alive,Female,Slim,TEOTW Ravens,TEOTW Ravens,Two Rivers,NA,NA,NA,NA,TFOH 55,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Larine Ayellin,Andoran,Alive,Female,Willowy,LOC 10,LOC 11,White Tower,NA,Novice,NA,NA,COT 30,981 NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,981,NA,NA,wot
Marisa Ayellin,Andoran,Alive,Female,NA,NA,NA,Two Rivers,NA,NA,NA,TGH 36,TGH 36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Milli Ayellin,Andoran,Alive,Female,NA,NA,NA,Two Rivers,NA,NA,NA,TSR 44,TSR 44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Neysa Ayellin,Andoran,Alive,Female,NA,TSR 42,TSR 56,Two Rivers,Women's Circle Member,NA,NA,NA,NA,NA,NA,NA,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Sari Ayellin,Andoran,Alive,Female,NA,NA,NA,Two Rivers,NA,NA,NA,TEOTW 16,TEOTW 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Malena Aylar,Andoran,Foreseen,Female,Scrawny,TGH 23,TGH 23,Two Rivers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wisdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Yurith Azeri,Saldaean,Alive,Female,Lean,KOD 32,KOD 32,NA,NA,NA,NA,COT 14,NA,NA,NA,NA,NA,NA,Queen's Guard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Azril,Andoran,Alive,Female,NA,LOC 11,LOC 11,NA,NA,NA,NA,LOC 11,LOC 11,NA,NA,NA,NA,NA,Serving girl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Azzara din Karak,Atha'an Miere,NA,Female,NA,NA,NA,Atha'an Miere,NA,Windfinder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Edesina Azzedin,Unknown nationality,Alive,Female,Slender,TFOH 26,TOM 17,White Tower,NA,Aes Sedai,NA,NS 4,NA,NA,NA,Yellow Ajah,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Baellin,Aiel,Alive,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wise One,Shiande,Degalle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Baelome,Ghealdanin,Alive,Female,NA,NA,NA,Crown High Council,Lady,NA,NA,TFOH 39,TFOH 39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Baerin,Aiel,Alive,Female,NA,NA,NA,NA,NA,NA,NA,NA,LOC 27,NA,NA,NA,NA,NA,NA,Unknown clan,Unknown sept,Maiden of the Spear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Sereille Bagand,Far Madding,Dead,Female,NA,NA,NA,White Tower,Amyrlin Seat,Aes Sedai,890 NE,ACOS 32,COT 18,586 NE,NA,White Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,586,890,304,wot
Martna Baily,Murandian,Unknown,Female,NA,NA,TGS 28,NA,NA,NA,NA,TGS 28,NA,NA,NA,NA,NA,NA,Baker (possibly),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bain,Aiel,Alive,Female,NA,TDR 38,AMOL 44,Car'a'carn,NA,NA,NA,NA,NA,981 NE,Dark blue,NA,Red,68,Gai'shain,Shaarad,Black Rock,Far Dareis Mai,NA,NA,NA,NA,5,8,NE,NA,981,NA,NA,wot
Bair,Aiel,Alive,Female,NA,TSR 23,AMOL Epilogue,NA,NA,NA,NA,TDR 39,NA,NA,NA,NA,White,NA,Wise One,Shaarad,Haido,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Covarla Baldene,Unknown nationality,Alive,Female,NA,ACOS 32,TGS 13,White Tower,NA,Aes Sedai,NA,NA,NA,919 NE,NA,Red Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,919,NA,NA,wot
Ballair,Unknown nationality,Dead,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,LOC 26,TWORJTWOT,NA,NA,Unknown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jenare Balmaen,Unknown nationality,Alive,Female,Sturdy,WH Prologue,AMOL 3,The Shadow,NA,Aes Sedai,NA,NA,NA,NA,NA,Red Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Jala Bandevin,Unknown nationality,Alive,Female,NA,NS 7,KOD Prologue,White Tower,NA,Aes Sedai,NA,NA,NA,NA,NA,Green Ajah,Gray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Teslyn Baradon,Illianer,Alive,Female,Scrawny,TFOH Prologue,AMOL 37,White Tower,NA,Aes Sedai,NA,NA,NA,870 NE,Dark brown,Red Ajah,NA,NA,Sitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,870,NA,NA,wot
Barashelle,Unknown nationality,Dead,Female,NA,NA,NA,NA,NA,Aes Sedai,NA,TFOH 24,TFOH 36,NA,NA,Unknown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Barasine,Unknown nationality,Alive,Female,Lanky,KOD Prologue,TOM 27,White Tower,NA,Aes Sedai,NA,LOC 8,NA,NA,NA,Red Ajah,NA,NA,Sitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Narenwin Barda,Unknown nationality,Alive,Female,Thin,COT Prologue,TGS 13,White Tower,NA,Aes Sedai,NA,TFOH 10,NA,913 NE,NA,Yellow Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,913,NA,NA,wot
Doral Barran,Andoran,Dead,Female,NA,TEOTW Ravens,TEOTW Ravens,Two Rivers,Wisdom,NA,NA,NA,COT 30,NA,NA,NA,White,NA,Healer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Hilde Barran,Andoran,Alive,Female,Plump,LOC 10,LOC 11,White Tower,NA,Novice,NA,NA,TPOD 30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Aleis Barsalla,Far Madding,Alive,Female,NA,WH 24,WH 34,NA,NA,First Counsel,NA,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Aedelle Baryn,Andoran,Alive,Female,NA,COT 15,COT 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lady,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Duhara Basaheen,Domani,Dead,Female,Slim,NS 14,AMOL 23,Black Ajah,NA,Aes Sedai,1000 NE,NA,NA,764 NE,"Big, Dark",Red Ajah,NA,NA,Dreadlord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,764,1000,236,wot
Deira Bashere,Saldaea,Dead,Female,NA,LOC 26,AMOL 37,NA,Lady,NA,NA,LOC 1,AMOL Epilogue,NA,Dark,NA,White,70,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,NA,NA,NA,NA,wot
N'Delia Basolaine,Hol Cuchone,Dead,Female,NA,NA,NA,Hol Cuchone,Swordfast,First Maid,NA,TFOH Prologue,TFOH Prologue,NA,NA,NA,NA,NA,Historian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Adelorna Bastine,Saldaean,Alive,Female,Slim,KOD Prologue,AMOL 11,White Tower,Captain-General (Green Ajah),Aes Sedai,NA,NS 8,NA,796 NE,Blue,Green Ajah,Dark,63,NA,NA,NA,NA,NA,NA,NA,NA, 5,3,NE,NA,796,NA,NA,wot
Sheriam Bayanar,Saldaean,Dead,Female,Slightly plump,NS 6,TGS 45,Black Ajah,NA,Aes Sedai,1000 NE,NA,AMOL 25,953 NE,"Pale Green, slanted",Blue Ajah,Red,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,953,1000,47,wot
Velina Behar,Saldaean,Unknown,Female,NA,TPOD 25,TPOD 25,Black Ajah,NA,Aes Sedai,NA,NA,TGS Epilogue,859 NE,"Sharp, Tilted",White Ajah,NA,NA,Sitter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,859,NA,NA,wot
Beira,Aiel,Alive,Female,NA,NA,LOC 15,Bair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gai'shain,Unknown clan,Unknown sept,Unknown society,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Belairah,Saldaean,Dead,Female,NA,NA,NA,NA,NA,NA,NA,TOM 16,TOM 16,NA,NA,NA,NA,NA,Queen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Beldair,Cairhienin,Alive,Female,Stout,COT Prologue,COT Prologue,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gray,NA,Cook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Beldemaine,Arafellin,Alive,Female,Plump,LOC 30,LOC 30,White Tower,NA,Aes Sedai,NA,NA,NA,NA,NA,Yellow Ajah,Silver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Belinde,Aiel,Alive,Female,Skinny,ACOS Prologue,KOD 30,Sevanna,NA,NA,NA,NA,NA,NA,Pale Blue,NA,White,NA,Wise One,Shaido,Unknown sept,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Nan Belman,Andoran,Alive,Female,NA,LOC 28,LOC 28,Darkfriend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Meralda Belmondes,Tairen,Alive,Female,NA,TPOD 8,TPOD 8,Cha Faile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Kaila Bent,Unknown nationality,Alive,Female,Lanky,TOM 22,TOM 23,Queen's Guard,NA,Captain,NA,NA,NA,NA,NA,NA,NA,NA,Soldier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Beralna,Aiel,Alive,Female,Bony,LOC 49,TGS 29,Car'a'carn,NA,NA,NA,NA,AMOL 1,NA,Blue,NA,Red,NA,NA,Unknown clan,Unknown sept,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Myrelle Berengari,Altaran,Alive,Female,NA,NS 3,AMOL 31,White Tower,NA,Aes Sedai,NA,NA,NA,954 NE,"Dark, large",Green Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,954,NA,NA,wot
Felaana Bevaine,Unknown nationality,Alive,Female,Slim,NS 17,KOD 24,White Tower,NA,Aes Sedai,NA,NA,NA,NA,NA,Brown Ajah,Yellow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Bharatine,Unknown nationality,Alive,Female,Thin,LOC 14,LOC 30,White Tower,NA,Aes Sedai,NA,NA,NA,921 NE,NA,Green Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,921,NA,NA,wot
Ivonell Bharatiya,Unknown nationality,Dead,Female,NA,NA,NA,NA,NA,NA,NA,COT 7,COT 7,NA,NA,NA,NA,NA,Author,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Falion Bhoda,Kandori,Dead,Female,NA,TFOH 18,AMOL 23,Black Ajah,NA,Aes Sedai,1000 NE,NA,NA,NA,NA,White Ajah,Dark,NA,Dreadlord,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Nesune Bihara,Kandori,Alive,Female,Slender,LOC Prologue,AMOL 23,Dragon Reborn,NA,Aes Sedai,NA,NA,NA,826 NE,Almost black,Brown Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,826,NA,NA,wot
Jesse Bilal,Unknown nationality,Alive,Female,NA,TGS 43,TGS 43,White Tower,First Chair,Aes Sedai,NA,LOC 27,NA,752 NE,Dark,Brown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,752,NA,NA,wot
Blaes of Matuchin,Unknown nationality,Bound to the Wheel,Female,NA,TGH 47,AMOL 39,Horn of Valere,NA,Hero of the Horn,NA,TEOTW 17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Elandria Borndat,Unknown nationality,Dead,Female,NA,NA,NA,NA,NA,NA,NA,TOM 15,TOM 15,NA,NA,NA,NA,NA,Historian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Erian Boroleos,Illianer,Alive,Female,NA,LOC Prologue,TGS 48,White Tower,NA,Aes Sedai,NA,NA,NA,951 NE,Brown,Green Ajah,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,951,NA,NA,wot
Arilinde Branstrom,Andoran,Alive,Female,NA,KOD 17,KOD 17,House Trakand,Lady,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Gabrelle Brawley,Murandian,Alive,Female,Average,WH Prologue,AMOL 48,White Tower,NA,Aes Sedai,NA,NA,NA,902 NE,Green,Brown Ajah,Brown,65,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NE,NA,902,NA,NA,wot
Silviana Brehon,Amadician,Alive,Female,Stocky,TGH 23,AMOL 37,White Tower,Keeper of the Chronicles,Aes Sedai,NA,TGH 23,NA,849 NE,NA,Red Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,849,NA,NA,wot
Brendas,Unknown nationality,Alive,Female,NA,NS 3,TOM 37,Rebel Aes Sedai,NA,Aes Sedai,NA,NS 2,NA,946 NE,"Dark, cool",White Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,946,NA,NA,wot
Briain,Aiel,Dead,Female,NA,WH 6,WH 6,Car'a'carn,NA,NA,1000 NE,NA,KOD 29,NA,NA,NA,NA,NA,NA,Unknown clan,Unknown sept,Far Dareis Mai,NA,NA,NA,NA,NA,NA,NA,NE,NA,1000,NA,wot
Bromas,Andoran,Alive,Female,Stout,TOM 8,TOM 8,NA,NA,NA,NA,NA,TOM 8,NA,NA,NA,NA,NA,Innkeeper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Brune,Andoran,Alive,Female,NA,NA,NA,NA,NA,NA,NA,TEOTW 33,TEOTW 33,NA,NA,NA,NA,NA,Healer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Buad of Albhain,Unknown nationality,Bound to the Wheel,Female,NA,TGH 47,AMOL 39,Horn of Valere,NA,Hero of the Horn,NA,TEOTW 17,NA,NA,NA,NA,NA,NA,Hunter of the Horn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Adrinne Bunt,Andoran,Dead,Female,NA,NA,NA,NA,NA,NA,NA,TOM 1,TOM 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Joiya Byir,Andoran,Dead,Female,NA,TDR 51,TSR 9,Black Ajah,NA,Aes Sedai,999 NE,TDR 25,WH 22,828 NE,Dark gray,Gray Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,828,999,171,wot
Mitsora Caal,Unknown nationality,Dead,Female,NA,NA,NA,White Tower,NA,Aes Sedai,NA,TWORJTWOT,TWORJTWOT,NA,NA,Unknown Ajah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Miedelle Caeren,Andoran,Dead,Female,NA,NA,NA,Andor,Lady,NA,970 NE,COT 15,COT 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,970,NA,wot
Sylvase Caeren,Andoran,Alive,Female,Sturdy,COT 15,TOM 23,House Trakand,Lady,High Seat,NA,NA,NA,NA,"Alert, blue",NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,wot
Jeaine Caide,Domani,Dead,Female,NA,NS 11,AMOL 44,Black Ajah,NA,Aes Sedai,1000 NE,NA,NA,912 NE,Dark brown,Green Ajah,Dark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,912,1000,88,wot
Caiden,Domani,Alive,Female,Plump,KOD 13,KOD 13,The Kin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
Caira,Altaran,Alive,Female,NA,ACOS 17,WH 19,NA,NA,NA,NA,NA,NA,NA,Smoky,NA,NA,NA,Maid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wot
