LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
b $2-5 million,FIRST COUNCIL CASINO - PERRY,7500 HIGHWAY 177,RED ROCK,OK,74651,713210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,378,04/28/2020,Equity Bank,OK - 03
b $2-5 million,FONTIER DRILLING LLC,4801 RICHMOND SQ,OKLAHOMA CITY,OK,73118,213111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,198,04/12/2020,Citywide Banks,OK - 05
b $2-5 million,"FRANKFURT SHORT BRUZA ASSOCIATES, P.C.",5801 Broadway Ext  Suite 500,OKLAHOMA CITY,OK,73118,541310,Corporation,Unanswered,Unanswered,Unanswered,,151,04/13/2020,FNB Community Bank,OK - 05
b $2-5 million,GABLE GOTWALS,"100 W 5TH STREET, SUITE 1100",TULSA,OK,74103,541110,Corporation,Unanswered,Unanswered,Unanswered,,165,04/06/2020,International Bank of Commerce,OK - 01
b $2-5 million,"GEMINI INDUSTRIES, INC.",2300 Holloway Dr,EL RENO,OK,73036,325510,Trust,Unanswered,Unanswered,Unanswered,,153,04/04/2020,"BOKF, National Association",OK - 03
b $2-5 million,"GORE NITROGEN PUMPING SERVICE, LLC",916 N Elm,SEILING,OK,73663,213112,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,154,04/06/2020,Interstate Bank,OK - 03
b $2-5 million,GRADY MEMORIAL HOSPITAL AUTHORITY,2220 W IOWA AVE,CHICKASHA,OK,73018,622110,Corporation,Unanswered,Unanswered,Unanswered,,306,04/15/2020,"The First National Bank and Trust Co, Chickasha, Oklahoma",OK - 03
b $2-5 million,"GREYSTONE LOGISTICS, INC",1613 E 15th Street,TULSA,OK,74120,325211,Corporation,Unanswered,Unanswered,Unanswered,,327,04/09/2020,International Bank of Commerce,OK - 01
b $2-5 million,"HAGAR RESTAURANT EQUIPMENT SERVICES, INC.",6200 NW 2nd St,OKLAHOMA CITY,OK,73127,811310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,225,04/05/2020,First United Bank and Trust Company,OK - 03
b $2-5 million,"HALL, ESTILL, HARDWICK, GABLE, GOLDEN & NELSON, P.C.","320 S. Boston, Suite 200",TULSA,OK,74103,541110,Corporation,Unanswered,Unanswered,Unanswered,,182,04/08/2020,MidFirst Bank,OK - 01
b $2-5 million,"HARRISON-ORR AIR CONDITIONING, LLC",4100 N WALNUT AVE,OKLAHOMA CITY,OK,73105,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,155,04/11/2020,"BOKF, National Association",OK - 05
b $2-5 million,HEAT TRANSFER EQUIPMENT COMPANY,1515 N 93 E Ave,TULSA,OK,74115,332410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,133,04/04/2020,"BOKF, National Association",OK - 01
b $2-5 million,HERITAGE HALL,1800 NW 122nd St,OKLAHOMA CITY,OK,73120,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,218,04/06/2020,BancFirst,OK - 05
b $2-5 million,"HGC HOLDINGS, LLC","3010 NW 149th St, Suite 100",OKLAHOMA CITY,OK,73134,551112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,263,04/05/2020,BancFirst,OK - 05
b $2-5 million,HIDEAWAY- 2 INC,1631 S BOSTON AVE,TULSA,OK,74119,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,500,04/07/2020,MidFirst Bank,OK - 01
b $2-5 million,HITCH ENTERPRISES INC,309 NORTHRIDGE CIRCLE,GUYMON,OK,73942,112111,Corporation,Unanswered,Male Owned,Unanswered,,288,04/08/2020,InterBank,OK - 03
b $2-5 million,"HOGAN ASSESSMENT SYSTEMS, INC.",11 S GREENWOOD AVE,TULSA,OK,74120,541612,Corporation,Unanswered,Unanswered,Unanswered,,101,04/14/2020,Prosperity Bank,OK - 01
b $2-5 million,HOGANTAYLOR LLP,2222 S. UTICA PL,TULSA,OK,74114,541211,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,303,04/05/2020,Arvest Bank,OK - 01
b $2-5 million,HS-REAL ESTATE INC,3510 24TH AVE NW SUITE 200,NORMAN,OK,73069,531120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,231,04/08/2020,BancFirst,OK - 04
b $2-5 million,"HUDIBURG CHEVROLET, LLC",6000 Tinker Diagonal,MIDWEST CITY,OK,73110,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,153,04/08/2020,BancFirst,OK - 04
b $2-5 million,"HUTCHINSON OIL COMPANY, LLC",515 S. MAIN ST,ELK CITY,OK,73644,447110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,350,04/06/2020,InterBank,OK - 03
b $2-5 million,HYBRID DRILLING INC.,PO BOX 1749,WOODWARD,OK,73802,213111,Corporation,Unanswered,Unanswered,Unanswered,,87,04/10/2020,Bank 7,OK - 03
b $2-5 million,"IMPAC EXPLORATION SERVICES, INC","1501 Lera Drive, Suite 3",WEATHERFORD,OK,73096,213112,Corporation,White,Female Owned,Unanswered,,111,04/03/2020,First National Bank and Trust Company of Weatherford,OK - 03
b $2-5 million,"INDIAN HEALTH CARE RESOURCE CENTER OF TULSA, INC",550 South Peoria Ave,TULSA,OK,74120,621491,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,166,04/14/2020,Commerce Bank,OK - 01
b $2-5 million,INDIGENOUS TECHNOLOGIES LLC,"2000 N Classen Blvd, Suite 1700",OKLAHOMA CITY,OK,73106,541690,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,214,04/15/2020,Bank 7,OK - 05
b $2-5 million,"INDUSTRIAL PIPING COMPANIES, LLC",1933 S ELLIOTT ST,PRYOR,OK,74361,238990,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,81,04/09/2020,RCB Bank,OK - 02
b $2-5 million,INFINITY CAPITAL GROUP 2 LLC,1722 S Main Street,SHATTUCK,OK,73858,551114,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,75,04/04/2020,Bank of Western Oklahoma,OK - 03
b $2-5 million,"INTERWORKS, INC.",1425 S. Sangre Road,STILLWATER,OK,74074,541512,Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Simmons Bank,OK - 03
b $2-5 million,IPACESETTERS LLC,12902 E 51st St,TULSA,OK,74134,561422,Corporation,Unanswered,Unanswered,Unanswered,,300,04/13/2020,Radius Bank,OK - 01
b $2-5 million,"J&D ACQUISITIONS, INC.",9809 S. Memorial,TULSA,OK,74133,441110,Subchapter S Corporation,White,Male Owned,Veteran,,245,04/13/2020,MidFirst Bank,OK - 01
b $2-5 million,"JACKIE COOPER IMPORTS OF TULSA, LLC",9393 S Memorial Dr.,TULSA,OK,74133,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,273,04/07/2020,International Bank of Commerce,OK - 01
b $2-5 million,JCT HOLDING CO LLC,19007 W Highway 33,SAPULPA,OK,74066,484121,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,237,04/04/2020,Mabrey Bank,OK - 01
b $2-5 million,KEMP QUARRIES INC,1050 East 520,PRYOR,OK,74361,212392,Corporation,Unanswered,Unanswered,Unanswered,,186,04/09/2020,RCB Bank,OK - 02
b $2-5 million,"KFM ENTERPRISES, LLC",3621 w5TH ST,TULSA,OK,74127,325320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,170,04/05/2020,Mabrey Bank,OK - 01
b $2-5 million,KIOWA CASINO OPERATIONS AUTHORITY,198131 HIGHWAY 36,DEVOL,OK,73531,713210,Corporation,Unanswered,Unanswered,Unanswered,,322,04/30/2020,CrossFirst Bank,OK - 04
b $2-5 million,LEADER COMMUNICATIONS INC,6421 S AIR DEPOT BLVD Ste A,OKLAHOMA CITY,OK,73135,561210,Corporation,Unanswered,Unanswered,Unanswered,,180,04/15/2020,FNB Community Bank,OK - 04
b $2-5 million,LEFLORE COUNTY HOSPITAL AUTHORITY,105 Wall St,POTEAU,OK,74953,622110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,223,04/07/2020,Arvest Bank,OK - 02
b $2-5 million,"LEGAL AID SERVICES OF OKLAHOMA, INC.",2915 N CLASSEN BLVD STE 500,OKLAHOMA CITY,OK,73106,541110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,188,04/05/2020,"BOKF, National Association",OK - 05
b $2-5 million,LEP HOLDINGS LLC,"3325 French Park Dr, Suite 6",EDMOND,OK,73034,623110,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,480,04/08/2020,BancFirst,OK - 03
b $2-5 million,"LI-SI-WI-NWI HEALTH, INC.",2025 S Gordon Cooper Dr,SHAWNEE,OK,74801,621498,Corporation,Unanswered,Unanswered,Unanswered,,215,04/10/2020,BancFirst,OK - 05
b $2-5 million,"LIFESHARE TRANSPLANT DONOR SERVICES OF OKLAHOMA, INC.",4705 NW Expressway,OKLAHOMA CITY,OK,73132,621999,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,132,04/04/2020,Central Bank of Oklahoma,OK - 03
b $2-5 million,LIFESPRING HOME CARE AND HOSPICE LLC,2411 SPRINGER DR,NORMAN,OK,73069,621610,Partnership,Unanswered,Unanswered,Unanswered,,0,04/04/2020,Valliance Bank,OK - 04
b $2-5 million,LUCKINBILL INC,304 E. Broadway,ENID,OK,73703,238220,Corporation,White,Male Owned,Non-Veteran,,172,04/06/2020,"Stride Bank, National Association",OK - 03
b $2-5 million,LUGREG TRUCKING LLC,PO Box 1289,KINGFISHER,OK,73750,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,189,04/15/2020,BancFirst,OK - 03
b $2-5 million,"M WRIGHT SERVICES, LLC",2400 INDUSTRIAL BLVD,WEATHERFORD,OK,73096,213112,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,214,04/03/2020,Great Plains National Bank,OK - 03
b $2-5 million,"MACH ENERGY SERVICES, LLC",6650 NW EXPRESSWAY,OKARCHE,OK,73762,213112,Partnership,Unanswered,Male Owned,Non-Veteran,,198,04/04/2020,Mabrey Bank,OK - 03
b $2-5 million,MACH RESOURCES LLC,"14201 Wireless Way, Suite 300",OKLAHOMA CITY,OK,73134,211130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/14/2020,MidFirst Bank,OK - 05
b $2-5 million,"MAGNUM FOODS, INC.",7205 N Robinson,OKLAHOMA CITY,OK,73116,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,249,04/04/2020,"BOKF, National Association",OK - 05
b $2-5 million,"MARSAU ENTERPRISES, INC.",1209 N 30TH ST,ENID,OK,73701,213112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,230,04/13/2020,InterBank,OK - 03
b $2-5 million,MCNELLIE'S GROUP LLC,608 E 3RD ST,TULSA,OK,74120,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,30,04/13/2020,Prosperity Bank,OK - 01
b $2-5 million,MEDLEY MATERIAL HANDLING COMPANY,4201 Will Rogers Parkway,OKLAHOMA CITY,OK,73108,444190,Partnership,Unanswered,Unanswered,Unanswered,,332,04/07/2020,International Bank of Commerce,OK - 05
b $2-5 million,"MERCER VALVE CO., INC.",9609 NW 4th ST,OKLAHOMA CITY,OK,73127,332919,Corporation,Unanswered,Unanswered,Non-Veteran,,319,05/01/2020,"JPMorgan Chase Bank, National Association",OK - 03
b $2-5 million,"MERTZ MANUFACTURING, INC.",WAVERLY ST,PONCA CITY,OK,74601,333131,Corporation,Unanswered,Male Owned,Unanswered,,189,04/06/2020,Equity Bank,OK - 03
b $2-5 million,"MESA PRODUCTS, INC.",4445 S 74th E Ave,TULSA,OK,74145,213112,Corporation,White,Male Owned,Non-Veteran,,249,04/04/2020,"BOKF, National Association",OK - 01
b $2-5 million,"MID AMERICA PIPELINE CONSTRUCTION, INC",12115 E. Admiral Pl,TULSA,OK,74116,237120,Corporation,Unanswered,Unanswered,Unanswered,,219,04/06/2020,Bank of Commerce,OK - 01
b $2-5 million,"MID AMERICAN STEEL & WIRE CO., LLC",12558 Smiley Rd,MADILL,OK,73446,331110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,280,04/10/2020,First United Bank and Trust Company,OK - 02
b $2-5 million,"MID-AMERICA CHRISTIAN UNIVERSITY, INC",3500 SW 119TH ST,OKLAHOMA CITY,OK,73170,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,349,04/06/2020,CrossFirst Bank,OK - 04
b $2-5 million,"MID-WEST HOSE & SPECIALTY, INC",3312 S I-35 SERVICE RD,OKLAHOMA CITY,OK,73129,326220,Corporation,White,Male Owned,Non-Veteran,,316,04/06/2020,BancFirst,OK - 05
b $2-5 million,MIDCENTRAL ENERGY HOLDINGS LLC,914 N BROADWAY AVE STE 230,OKLAHOMA CITY,OK,73102,333132,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,153,04/11/2020,MidFirst Bank,OK - 05
b $2-5 million,MITCHELL CONSULTING SERVICES GROUP INC.,1 E Sheridan Ave Ste 400,OKLAHOMA CITY,OK,73104,541513,Corporation,Unanswered,Unanswered,Unanswered,,240,04/09/2020,The First State Bank,OK - 05
b $2-5 million,MONTEREAU INC,6800 S Granite Ave,TULSA,OK,74136,624229,Corporation,Unanswered,Unanswered,Unanswered,,225,04/04/2020,"BOKF, National Association",OK - 01
b $2-5 million,MTM RECOGNITION CORPORATION,3405 SE 29th St,OKLAHOMA CITY,OK,73115,332999,Corporation,Unanswered,Unanswered,Unanswered,,249,04/04/2020,"BOKF, National Association",OK - 04
b $2-5 million,MUSTANG FUEL CORPORATION,9800 N. Oklahoma Ave,OKLAHOMA CITY,OK,73114,213112,Corporation,Unanswered,Unanswered,Unanswered,,143,04/09/2020,MidFirst Bank,OK - 05
b $2-5 million,"NATIONAL LITIGATION LAW GROUP, LLP",2401 23RD ST STE 42,OKLAHOMA CITY,OK,73107,541110,Corporation,Unanswered,Unanswered,Unanswered,,179,04/08/2020,Arvest Bank,OK - 05
b $2-5 million,NAVICO INC,4500 SOUTH 129TH EAST AVENUE SUITE 200,TULSA,OK,74134,334511,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",OK - 01
b $2-5 million,NEWELL COACH CORPORATION,3900 North MAIN ST,MIAMI,OK,74354,336213,Corporation,Unanswered,Male Owned,Unanswered,,175,04/04/2020,"BOKF, National Association",OK - 02
b $2-5 million,"NEXTEP PROFESSIONAL SERVICES, INC.",1800 N INTERSTATE DR,NORMAN,OK,73072,561330,Corporation,Unanswered,Unanswered,Unanswered,,182,04/05/2020,Arvest Bank,OK - 04
b $2-5 million,NORTH OKLAHOMA COUNTY MENTAL HEALTH CENTER,2617 GENERAL PERSHING BLVD,OKLAHOMA CITY,OK,73107,623220,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,200,04/04/2020,"BOKF, National Association",OK - 05
b $2-5 million,"NORTHEAST OKLAHOMA ELECTRIC COOPERATIVE, INC.",27039 S. 4440 RD,VINITA,OK,74301,221122,Cooperative,Unanswered,Unanswered,Unanswered,,193,06/25/2020,CoBank ACB,OK - 02
b $2-5 million,NORTHWEST CONCRETE PRODUCTS INC,1125 40th Street Suite B,WOODWARD,OK,73801,484110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,128,04/28/2020,MidFirst Bank,OK - 03
b $2-5 million,NORTHWEST CRANE SERVICE LLC,1125 40th Street Suite B,WOODWARD,OK,73801,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,132,04/14/2020,MidFirst Bank,OK - 03
b $2-5 million,"OAKTREE SOFTWARE, INC.",1437 S BOULDER AVE SUITE 300,TULSA,OK,74119,561320,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,181,04/05/2020,Mabrey Bank,OK - 01
b $2-5 million,OKLAHOMA BAPTIST UNIVERSITY,"500 W,  University",SHAWNEE,OK,74804,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,402,04/08/2020,BancFirst,OK - 05
b $2-5 million,"OKLAHOMA CANCER SPECIALISTS AND RESEARCH INSTITUTE, LLC",12697  51ST ST,TULSA,OK,74146,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,270,04/07/2020,Prosperity Bank,OK - 01
b $2-5 million,"OKLAHOMA CHRISTIAN UNIVERSITY, INC. - NONPROFIT (NO BUSINESS OWNER)",2501 E. Memorial Road,OKLAHOMA CITY,OK,73013,611310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,440,04/06/2020,MidFirst Bank,OK - 05
b $2-5 million,OKLAHOMA ELECTRIC COOPERATIVE,242 24th Ave NW,NORMAN,OK,73069,221122,Cooperative,Unanswered,Unanswered,Unanswered,,170,04/06/2020,Armstrong Bank,OK - 04
b $2-5 million,"OKLAHOMA METHODIST MANOR, INC",4134 E. 31ST ST,TULSA,OK,74135,623311,Corporation,Unanswered,Unanswered,Unanswered,,226,04/14/2020,Prosperity Bank,OK - 01
b $2-5 million,"OKLAHOMA SPINE HOSPITAL, LLC",14101 Parkway Commons Drive,OKLAHOMA CITY,OK,73134,622310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,231,04/11/2020,MidFirst Bank,OK - 05
b $2-5 million,OKLAHOMA STEEL & WIRE CO. INC.,1041 1ST ST,MADILL,OK,73446,236210,Corporation,Unanswered,Unanswered,Unanswered,,356,04/15/2020,First United Bank and Trust Company,OK - 02
b $2-5 million,OKLAHOMA TEMPORARY SERVICE INC,5816 NW 135TH ST,OKLAHOMA CITY,OK,73142,561320,Subchapter S Corporation,White,Male Owned,Non-Veteran,,167,04/03/2020,MidFirst Bank,OK - 05
b $2-5 million,OPTIMUS INDUSTRIES LLC,5727 S. Lewis Ave. Suite 600,TULSA,OK,74105,332410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,140,04/09/2020,"JPMorgan Chase Bank, National Association",OK - 01
b $2-5 million,"OZARK PIZZA COMPANY, LLC",12501 BOCAGE DR,OKLAHOMA CITY,OK,73142,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,04/07/2020,Valor Bank,OK - 05
b $2-5 million,"PACESETTER CLAIMS SERVICES, IC.",1350 S BOULDER AVE,TULSA,OK,74119,524291,Corporation,White,Male Owned,Non-Veteran,,222,04/03/2020,Security Bank,OK - 01
b $2-5 million,"PANHANDLE OILFIELD SRVC CO,INC",14000 QUAIL SPRINGS PKWY STE 300,OKLAHOMA CITY,OK,73134,213112,Corporation,White,Male Owned,Non-Veteran,,156,04/06/2020,Equity Bank,OK - 05
b $2-5 million,"PARAGON INDUSTRIES, INC.",3378 West Highway 117,SAPULPA,OK,74066,331210,Corporation,Unanswered,Unanswered,Unanswered,,334,04/27/2020,Byline Bank,OK - 01
b $2-5 million,PARKSIDE INC,1620 E 12th Street,TULSA,OK,74120,622210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,303,04/28/2020,"BOKF, National Association",OK - 01
b $2-5 million,"PARRISH ENTERPRISES, LTD",1414 E Willow St,ENID,OK,73701,332912,Corporation,Unanswered,Unanswered,Unanswered,,50,04/07/2020,Commerce Bank,OK - 03
b $2-5 million,PAUL TRANSPORTATION,15202 ADMIRAL PL,TULSA,OK,74116,484121,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/09/2020,"TBK Bank, SSB",OK - 01
b $2-5 million,"PEI INDUSTRIES, LLC",8403 South 89th West Avenue,TULSA,OK,74131,339999,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,150,04/05/2020,Peoples Bank,OK - 01
b $2-5 million,PEOPLE SOURCE STAFFING PROFESSIONALS LLC,7320 N CLASSEN BLVD,OKLAHOMA CITY,OK,73116,561311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,443,04/06/2020,First United Bank and Trust Company,OK - 05
b $2-5 million,"PETRA INDUSTRIES, LLC",2101 S KELLY,EDMOND,OK,73013,423690,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,240,04/14/2020,"U.S. Bank, National Association",OK - 05
b $2-5 million,"PHILLIPS MURRAH, PC","101 N. Robinson, 13th Floor",OKLAHOMA CITY,OK,73102,541110,Corporation,Unanswered,Unanswered,Unanswered,,102,04/09/2020,MidFirst Bank,OK - 05
b $2-5 million,PHOENIX HEALTHCARE LLC,637 W 78th Place,TULSA,OK,74101,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,04/10/2020,BancFirst,OK - 01
b $2-5 million,PHYSICIANS CHOICE IN CARE,14324 WESTERN AVE,EDMOND,OK,73013,621610,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,206,04/07/2020,Arvest Bank,OK - 05
b $2-5 million,"PIPING ENTERPRISE COMPANY, INC.",1520 129TH WEST AVE,SAND SPRINGS,OK,74063,332313,Corporation,Unanswered,Unanswered,Unanswered,,109,04/15/2020,American Bank and Trust Company,OK - 01
b $2-5 million,PLASTER & WALD CONSULTING CORP,106 N LAKEHOMA PKWY,MUSTANG,OK,73064,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,179,04/06/2020,MidFirst Bank,OK - 03
b $2-5 million,"POWER COSTS, INC.",301 David L Boren Blvd Ste 2000,NORMAN,OK,73072,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,245,04/15/2020,"JPMorgan Chase Bank, National Association",OK - 04
b $2-5 million,"POWER RIG, LLC",5060 Western Ave,WOODWARD,OK,73801,213111,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,156,04/14/2020,Bank 7,OK - 03
b $2-5 million,"PRIME INDUSTRIAL RECRUITERS,IN",4527 E  31ST ST,TULSA,OK,74135,561320,Subchapter S Corporation,White,Male Owned,Non-Veteran,,420,04/04/2020,Mabrey Bank,OK - 01
b $2-5 million,"PRUETT'S FOOD, INC.",210 MAIN ST,BROKEN BOW,OK,74728,445110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,04/15/2020,First United Bank and Trust Company,OK - 02
b $2-5 million,R.L. HUDSON & COMPANY,2000 W Tacoma,BROKEN ARROW,OK,74012,423840,Subchapter S Corporation,White,Unanswered,Unanswered,,133,04/04/2020,"BOKF, National Association",OK - 01
b $2-5 million,RAE CORPORATION,4492 HUNT ST,PRYOR,OK,74361,333415,Cooperative,Unanswered,Unanswered,Unanswered,,355,04/06/2020,"Vast Bank, National Association",OK - 02
b $2-5 million,REW III LLC,6221 South 107th East Avenue,TULSA,OK,74133,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/13/2020,"Citizens Bank, National Association",OK - 01
b $2-5 million,"ROBINSON INNOVATIONS (OKLAHOMA), LLC",10600 S Pennsylvania Ave Ste 16 #622,OKLAHOMA CITY,OK,73170,541612,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,469,04/27/2020,Commerce Bank,OK - 04
b $2-5 million,"ROCKING CHAIR SERVICES, INC",131 N BROADWAY AVE,ADA,OK,74820,999990,Corporation,Unanswered,Unanswered,Unanswered,,250,04/04/2020,Citizens Bank of Ada,OK - 04
b $2-5 million,ROMAN CATHOLIC DIOCESE OF TULSA,12300 E. 91ST ST S,BROKEN ARROW,OK,74012,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,250,04/07/2020,"BOKF, National Association",OK - 01
b $2-5 million,"RS, LLC",8151 HIGHWAY 177,RED ROCK,OK,74651,522320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,117,04/06/2020,First National Bank and Trust Company of Weatherford,OK - 03
b $2-5 million,"RUHRPUMPEN, INC.",4501 South 86th East Ave. 0.0,TULSA,OK,74145,333996,Corporation,Unanswered,Unanswered,Unanswered,,249,04/14/2020,"JPMorgan Chase Bank, National Association",OK - 01
b $2-5 million,SANGRE HOLDINGS LLC,502 S. Main Street,STILLWATER,OK,74074,551112,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,250,04/04/2020,BancFirst,OK - 03
b $2-5 million,"SANTA FE SOUTH SCHOOLS, INC.",4825 S. Shields Blvd.,OKLAHOMA CITY,OK,73129,611110,Non-Profit Childcare Center,Unanswered,Unanswered,Unanswered,Y,305,04/07/2020,International Bank of Commerce,OK - 05
b $2-5 million,SANTIAGO-BRENNAN'S MCDONALD'S INC.,14943 Bristol Park Blvd,EDMOND,OK,73013,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,500,04/08/2020,MidFirst Bank,OK - 05
b $2-5 million,"SELECT ENGINEERING, INC.",1437 SOUTH BOULDER AVE Suite 1500,TULSA,OK,74119,541330,Limited  Liability Company(LLC),Hispanic,Female Owned,Non-Veteran,,51,04/08/2020,Firstar Bank,OK - 01
b $2-5 million,"SILVER STAR CONSTRUCTION CO, INC",2401 S. BROADWAY ST,MOORE,OK,73160,532412,Corporation,Unanswered,Unanswered,Unanswered,,236,04/04/2020,Armstrong Bank,OK - 04
b $2-5 million,"SISTERLY CARE HEALTH SERVICES, LLC",315 N. WESTERN AVE,TISHOMINGO,OK,73460,621610,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,500,04/27/2020,"Stride Bank, National Association",OK - 02
b $2-5 million,SLW AUTOMOTIVE INC.,1300 S OPDYKE ST,SALLISAW,OK,74955,423120,Corporation,Unanswered,Unanswered,Unanswered,,212,04/14/2020,Arvest Bank,OK - 02
