Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Age in Years,Breed,Color
A664424,Spot,10/4/2013 14:09,10/4/2013 14:09,10/3/2005,Return to Owner,,Dog,Neutered Male,8 years,8.009834475,Chihuahua Shorthair/Mexican Hairless,Red/White
A663721,Molly,10/4/2013 14:54,10/4/2013 14:54,7/16/2013,Adoption,,Cat,Neutered Male,2 months,0.220878995,Domestic Shorthair/Domestic Medium Hair,Black
A664105,*Dodger,10/4/2013 15:09,10/4/2013 15:09,9/29/2010,Euthanasia,Aggressive,Dog,Intact Male,3 years,3.018167808,Pit Bull Mix,Brown
A664319,Boris,10/4/2013 15:10,10/4/2013 15:10,4/1/2013,Transfer,Partner,Dog,Intact Male,6 months,0.511320396,Jack Russell Terrier/Chihuahua Shorthair,Tan/Black
A664090,*Morgan,10/4/2013 15:14,10/4/2013 15:14,9/29/2007,Adoption,,Dog,Spayed Female,6 years,6.020917047,Dachshund Longhair Mix,Brown
A663347,Crash,10/4/2013 15:18,10/4/2013 15:18,9/17/2007,Euthanasia,Aggressive,Dog,Intact Male,6 years,6.05380137,Pit Bull Mix,Blue/White
A663972,Rocky,10/4/2013 16:42,10/4/2013 16:42,9/27/2011,Transfer,Partner,Dog,Neutered Male,2 years,2.023824201,Border Collie Mix,Brown/White
A663896,,10/4/2013 16:44,10/4/2013 16:44,1/25/2013,Transfer,Partner,Dog,Intact Female,8 months,0.692321157,Chihuahua Shorthair Mix,White/Brown
A663854,Skittles,10/4/2013 16:44,10/4/2013 16:44,9/24/2009,Transfer,Partner,Dog,Spayed Female,4 years,4.032047184,Chihuahua Shorthair Mix,Black/White
A664078,Rocky,10/4/2013 17:22,10/4/2013 17:22,11/28/2012,Adoption,,Dog,Neutered Male,10 months,0.851297565,Pointer Mix,Black/White
A664475,,10/4/2013 17:25,10/4/2013 17:25,10/4/2011,Euthanasia,Suffering,Dog,Intact Male,2 years,2.00472793,Chihuahua Shorthair Mix,Tan
A663684,Asher,10/4/2013 18:11,10/4/2013 18:11,10/24/2008,Return to Owner,,Dog,Neutered Male,4 years,4.950020928,Siberian Husky Mix,White/Tan
A663805,Alamo,10/4/2013 18:19,10/4/2013 18:19,4/25/2007,Return to Owner,,Dog,Spayed Female,6 years,6.451406012,Pit Bull/Border Terrier,Black/White
A664114,,10/4/2013 18:22,10/4/2013 18:22,9/29/2012,Transfer,Partner,Dog,Intact Male,1 year,1.015795282,German Shepherd/Australian Cattle Dog,Black/Brown
A625774,Jumper,10/4/2013 18:37,10/4/2013 18:37,11/28/2009,Return to Owner,,Dog,Neutered Male,3 years,3.854179985,Labrador Retriever Mix,Yellow
A664133,,10/4/2013 18:41,10/4/2013 18:41,9/29/2011,Adoption,,Dog,Neutered Male,2 years,2.018571157,Border Terrier/Miniature Schnauzer,Silver
A663941,,10/4/2013 18:51,10/4/2013 18:51,9/26/2012,Adoption,,Dog,Spayed Female,1 year,1.024069635,Chihuahua Shorthair/Dachshund,Black/White
A663410,Chico,10/4/2013 18:54,10/4/2013 18:54,10/18/2011,Return to Owner,,Dog,Neutered Male,1 year,1.966541096,American Staffordshire Terrier Mix,Brown/White
A663411,Daisy,10/4/2013 18:57,10/4/2013 18:57,3/18/2012,Return to Owner,,Dog,Spayed Female,1 year,1.550108447,American Staffordshire Terrier Mix,Tricolor
A664066,,10/5/2013 8:44,10/5/2013 8:44,3/28/2013,Relocate,,Other,Unknown,6 months,0.524284627,Opossum Mix,White
A664532,,10/5/2013 10:05,10/5/2013 10:05,10/4/2013,Euthanasia,Rabies Risk,Other,Unknown,1 day,0.003890791,Bat Mix,Brown/Brown
A664537,Avery,10/5/2013 11:32,10/5/2013 11:32,10/5/2008,Return to Owner,,Dog,Spayed Female,5 years,5.004056317,Boston Terrier Mix,Black/White
A626809,Princess,10/5/2013 11:38,10/5/2013 11:38,5/11/2010,Return to Owner,,Dog,Spayed Female,3 years,3.406807458,Cavalier Span Mix,White/Brown
A664112,Grant,10/5/2013 11:47,10/5/2013 11:47,7/29/2013,Adoption,,Dog,Neutered Male,2 months,0.187646499,Labrador Retriever/Labrador Retriever,White
A663204,*Champ,10/5/2013 11:58,10/5/2013 11:58,9/14/2012,Adoption,,Dog,Neutered Male,1 year,1.058900304,Labrador Retriever Mix,Tan/White
A664450,Miley,10/5/2013 12:01,10/5/2013 12:01,10/3/2008,Transfer,Partner,Dog,Intact Female,5 years,5.009590944,Chihuahua Shorthair Mix,Tan
A664043,Muneca,10/5/2013 12:09,10/5/2013 12:09,5/28/2013,Transfer,Partner,Dog,Intact Female,4 months,0.35755137,Chihuahua Shorthair Mix,White
A664549,,10/5/2013 12:20,10/5/2013 12:20,10/2/2013,Transfer,Partner,Cat,Intact Female,3 days,0.009627093,Manx Mix,Tortie
A662817,*Willie,10/5/2013 12:31,10/5/2013 12:31,9/9/2012,Adoption,,Dog,Neutered Male,1 year,1.07266172,Rottweiler,Black/Tan
A664299,*Doc,10/5/2013 12:33,10/5/2013 12:33,8/1/2013,Transfer,Partner,Dog,Intact Male,2 months,0.17951484,Anatol Shepherd/Great Pyrenees,White/Tricolor
A664306,*Tiny,10/5/2013 12:34,10/5/2013 12:34,8/1/2013,Transfer,Partner,Dog,Intact Female,2 months,0.179516743,Australian Shepherd Mix,White/Tricolor
A664307,*Sneezy,10/5/2013 12:35,10/5/2013 12:35,8/1/2013,Transfer,Partner,Dog,Intact Female,2 months,0.179518645,Anatol Shepherd/Labrador Retriever,Cream
A664460,,10/5/2013 12:36,10/5/2013 12:36,10/3/1998,Transfer,Partner,Dog,Intact Male,15 years,15.01787671,Dachshund Mix,Brown
A662740,*Tally,10/5/2013 12:42,10/5/2013 12:42,8/11/2013,Transfer,Partner,Cat,Intact Female,1 month,0.152134703,Domestic Shorthair Mix,White/Black
A662739,*Trent,10/5/2013 12:42,10/5/2013 12:42,8/11/2013,Transfer,Partner,Cat,Intact Male,1 month,0.152134703,Domestic Shorthair Mix,Black/White
A662741,*Todd,10/5/2013 12:42,10/5/2013 12:42,8/11/2013,Transfer,Partner,Cat,Intact Male,1 month,0.152134703,Domestic Shorthair Mix,Black
A664392,Moose,10/5/2013 12:42,10/5/2013 12:42,10/2/2006,Transfer,Partner,Cat,Neutered Male,7 years,7.015148402,Domestic Medium Hair Mix,Orange Tabby
A643153,Aurora,10/5/2013 12:43,10/5/2013 12:43,1/5/2012,Adoption,,Dog,Spayed Female,1 year,1.752136606,German Shepherd Mix,Black/Brown
A660042,Buffy,10/5/2013 13:03,10/5/2013 13:03,7/18/2013,Adoption,,Cat,Intact Female,2 months,0.217928082,Domestic Shorthair Mix,Cream Tabby/White
A663988,Missy,10/5/2013 13:06,10/5/2013 13:06,7/20/2013,Adoption,,Dog,Spayed Female,2 months,0.212454338,Chihuahua Shorthair Mix,Brown/White
A664062,Faxon,10/5/2013 13:51,10/5/2013 13:51,3/28/2012,Adoption,,Cat,Neutered Male,1 year,1.524868721,Domestic Shorthair Mix,Black
A664061,Fagon,10/5/2013 13:52,10/5/2013 13:52,3/28/2012,Adoption,,Cat,Neutered Male,1 year,1.524870624,Domestic Shorthair Mix,Black/White
A660154,*Owen,10/5/2013 13:55,10/5/2013 13:55,6/12/2013,Adoption,Foster,Cat,Neutered Male,3 months,0.316657154,Domestic Shorthair Mix,Black/White
A664506,Pearl,10/5/2013 14:14,10/5/2013 14:14,10/5/2004,Return to Owner,,Dog,Spayed Female,9 years,9.007104262,Greyhound Mix,Tan/White
A664565,,10/5/2013 14:17,10/5/2013 14:17,10/3/2013,Transfer,Partner,Cat,Intact Male,2 days,0.00710997,Domestic Shorthair Mix,Brown Tabby
A664566,,10/5/2013 14:17,10/5/2013 14:17,10/3/2013,Transfer,Partner,Cat,Intact Male,2 days,0.00710997,Domestic Shorthair Mix,White
A662167,*Pop Tart,10/5/2013 14:31,10/5/2013 14:31,7/15/2013,Adoption,Foster,Cat,Neutered Male,2 months,0.226314688,Domestic Shorthair Mix,Blue Tabby/White
A606120,Archie,10/5/2013 14:34,10/5/2013 14:34,7/18/2009,Euthanasia,Behavior,Dog,Neutered Male,4 years,4.220840944,Pit Bull Mix,Blue/White
A664034,*Mallory,10/5/2013 14:35,10/5/2013 14:35,9/27/2011,Euthanasia,Behavior,Dog,Intact Female,2 years,2.026322298,German Shepherd Mix,Tan
A661605,Manchita,10/5/2013 14:52,10/5/2013 14:52,7/29/2013,Adoption,,Cat,Spayed Female,2 months,0.187998478,Domestic Shorthair Mix,Calico
A664321,,10/5/2013 15:05,10/5/2013 15:05,10/1/2012,Transfer,Partner,Dog,Intact Female,1 year,1.012680746,Chihuahua Shorthair Mix,Tan/Cream
A664266,,10/5/2013 15:06,10/5/2013 15:06,4/1/2012,Transfer,Partner,Dog,Intact Female,1 year,1.514052511,Chihuahua Shorthair Mix,Buff
A662673,*Melody,10/5/2013 15:13,10/5/2013 15:13,4/11/2013,Adoption,,Dog,Spayed Female,5 months,0.486668569,Labrador Retriever Mix,Black/Brown
A664108,Minni,10/5/2013 15:19,10/5/2013 15:19,9/29/2011,Adoption,,Dog,Spayed Female,2 years,2.02092656,Cairn Terrier/Chihuahua Shorthair,Brown
A663269,Toonchi,10/5/2013 15:26,10/5/2013 15:26,7/2/2013,Adoption,Foster,Cat,Neutered Male,3 months,0.262035769,Domestic Shorthair Mix,Orange Tabby
A636102,*Selena,10/5/2013 16:04,10/5/2013 16:04,7/1/2012,Adoption,,Dog,Spayed Female,1 year,1.264847793,Rhod Ridgeback Mix,Tan
A664579,,10/5/2013 16:05,10/5/2013 16:05,10/5/2011,Euthanasia,Rabies Risk,Other,Unknown,2 years,2.004575723,Raccoon Mix,Black/White
A635201,Kiki,10/5/2013 16:06,10/5/2013 16:06,8/20/2010,Return to Owner,,Cat,Spayed Female,3 years,3.130605023,Domestic Shorthair Mix,Black
A664584,,10/5/2013 16:31,10/5/2013 16:31,9/20/2013,Transfer,Partner,Cat,Intact Male,2 weeks,0.042981355,Domestic Shorthair Mix,Orange Tabby
A664586,,10/5/2013 16:31,10/5/2013 16:31,9/20/2013,Transfer,Partner,Cat,Intact Male,2 weeks,0.042981355,Domestic Shorthair Mix,Brown Tabby
A664585,,10/5/2013 16:31,10/5/2013 16:31,9/20/2013,Transfer,Partner,Cat,Intact Female,2 weeks,0.042981355,Domestic Shorthair Mix,Orange Tabby
A659471,*Sprinkles,10/5/2013 16:52,10/5/2013 16:52,6/10/2013,Adoption,Foster,Cat,Neutered Male,3 months,0.322473364,Domestic Shorthair Mix,Orange Tabby
A664107,*Miss Mandy,10/5/2013 16:57,10/5/2013 16:57,9/29/2011,Adoption,,Dog,Spayed Female,2 years,2.021113014,Rat Terrier/Chihuahua Shorthair,White/Brown
A664069,,10/5/2013 16:57,10/5/2013 16:57,7/6/2013,Adoption,,Cat,Neutered Male,2 months,0.25125,Domestic Shorthair Mix,White/Blue
A664154,,10/5/2013 17:02,10/5/2013 17:02,4/30/2013,Adoption,,Dog,Spayed Female,5 months,0.434821157,Beagle Mix,Red/White
A661216,*Raven,10/5/2013 17:05,10/5/2013 17:05,2/17/2012,Adoption,,Dog,Spayed Female,1 year,1.634826865,Boxer Mix,White/Black
A663667,*Cody,10/5/2013 17:05,10/5/2013 17:05,9/22/2011,Adoption,,Dog,Neutered Male,2 years,2.040306317,American Staffordshire Terrier Mix,White/Brown
A661036,*Dove,10/5/2013 17:10,10/5/2013 17:10,6/30/2013,Adoption,,Cat,Spayed Female,3 months,0.26771309,Domestic Medium Hair Mix,Brown Tabby
A663233,*Lobster,10/5/2013 17:16,10/5/2013 17:16,9/15/2012,Adoption,,Dog,Spayed Female,1 year,1.056765601,Pit Bull Mix,Fawn
A663954,Dozer,10/5/2013 17:21,10/5/2013 17:21,9/27/2012,Return to Owner,,Dog,Neutered Male,1 year,1.023898402,Pit Bull Mix,White/Brown
A614516,Lexie,10/5/2013 17:23,10/5/2013 17:23,8/6/2011,Adoption,,Dog,Spayed Female,2 years,2.169107686,Pit Bull Mix,Blue/White
A627854,Brownie,10/5/2013 17:33,10/5/2013 17:33,11/22/2011,Return to Owner,,Dog,Neutered Male,1 year,1.873236301,Dachshund Mix,Blue Merle/Brown
A664047,Zoe,10/5/2013 17:34,10/5/2013 17:34,6/28/2013,Adoption,,Dog,Spayed Female,3 months,0.273238204,Pug Mix,Tan/Black
A664379,Miley,10/5/2013 17:40,10/5/2013 17:40,10/2/2012,Return to Owner,,Dog,Spayed Female,1 year,1.010235921,Border Terrier Mix,Brown/White
A658909,*Tabitha,10/5/2013 17:40,10/5/2013 17:40,5/17/2013,Adoption,,Cat,Spayed Female,4 months,0.388318113,Domestic Shorthair Mix,Blue Tabby
A664189,,10/5/2013 18:11,10/5/2013 18:11,9/30/2012,Adoption,,Dog,Neutered Male,1 year,1.015774353,Dachshund Mix,Chocolate
A663764,*Betty,10/5/2013 18:22,10/5/2013 18:22,9/23/2011,Adoption,,Dog,Spayed Female,2 years,2.03771309,Staffordshire Mix,Blue/White
A664483,,10/5/2013 18:23,10/5/2013 18:23,7/28/2013,Adoption,,Dog,Neutered Male,2 months,0.19113965,Dachshund Wirehair/Border Terrier,Tan
A664482,,10/5/2013 18:24,10/5/2013 18:24,7/28/2013,Adoption,,Dog,Neutered Male,2 months,0.191141553,Dachshund Wirehair/Border Terrier,Tan
A662925,*Ezra,10/5/2013 18:52,10/5/2013 18:52,9/10/2011,Adoption,,Dog,Neutered Male,2 years,2.073386606,Pit Bull Mix,Black/White
A664116,Maggie,10/5/2013 18:56,10/5/2013 18:56,11/29/2012,Adoption,,Dog,Spayed Female,10 months,0.851476408,Australian Shepherd/Australian Cattle Dog,Blue Merle/White
A663690,Louise,10/5/2013 18:56,10/5/2013 18:56,9/22/2011,Adoption,,Cat,Spayed Female,2 years,2.040517504,Domestic Shorthair Mix,Calico
A663610,*Jr,10/5/2013 18:58,10/5/2013 18:58,7/6/2013,Adoption,,Cat,Neutered Male,2 months,0.251480213,Domestic Shorthair Mix,Black/White
A663609,*Alex,10/5/2013 19:00,10/5/2013 19:00,7/6/2013,Adoption,,Cat,Neutered Male,2 months,0.251484018,Domestic Shorthair Mix,Black/White
A664045,*Rudy,10/5/2013 19:20,10/5/2013 19:20,9/28/2011,Adoption,,Dog,Neutered Male,2 years,2.02412481,Affenpinscher Mix,Black/White
A660136,*Puffy,10/6/2013 9:46,10/6/2013 9:46,6/26/2013,Adoption,Offsite,Cat,Neutered Male,3 months,0.280566971,Domestic Shorthair Mix,Orange Tabby
A581151,Molly,10/6/2013 11:19,10/6/2013 11:19,8/4/2007,Return to Owner,,Dog,Spayed Female,6 years,6.179374049,Labrador Retriever Mix,Brown/White
A659618,*Maria,10/6/2013 11:36,10/6/2013 11:36,7/12/2013,Adoption,Offsite,Cat,Spayed Female,2 months,0.236940639,Domestic Medium Hair Mix,Calico
A664484,,10/6/2013 11:53,10/6/2013 11:53,7/28/2013,Adoption,,Dog,Spayed Female,2 months,0.193137367,Dachshund Wirehair/Border Terrier,Black/Tan
A664378,Raisin,10/6/2013 12:01,10/6/2013 12:01,10/2/2006,Return to Owner,,Dog,Neutered Male,7 years,7.017810122,Chinese Sharpei,Brown
A664547,Azula,10/6/2013 12:06,10/6/2013 12:06,4/5/2013,Transfer,Partner,Cat,Intact Female,6 months,0.505490868,Domestic Shorthair Mix,Torbie
A661430,*Choochoo,10/6/2013 12:15,10/6/2013 12:15,8/20/2008,Died,In Kennel,Cat,Spayed Female,5 years,5.132905251,Domestic Shorthair Mix,Torbie
A661033,Judo,10/6/2013 12:15,10/6/2013 12:15,6/30/2013,Adoption,,Cat,Neutered Male,3 months,0.269891553,Domestic Medium Hair Mix,Orange Tabby
A664548,Katniss,10/6/2013 12:21,10/6/2013 12:21,4/5/2013,Transfer,Partner,Cat,Intact Female,6 months,0.505519406,Domestic Medium Hair Mix,Tortie
A662906,Stanley,10/6/2013 12:51,10/6/2013 12:51,8/10/2013,Adoption,Offsite,Cat,Neutered Male,1 month,0.157631279,Domestic Shorthair Mix,Blue
A664179,,10/6/2013 13:16,10/6/2013 13:16,7/15/2013,Transfer,Partner,Dog,Intact Male,2 months,0.22891172,Labrador Retriever/Basset Hound,Tan
A663928,Vince,10/6/2013 13:19,10/6/2013 13:19,9/26/2009,Return to Owner,,Dog,Neutered Male,4 years,4.031657154,Australian Cattle Dog/Akita,Red/White
A664176,,10/6/2013 13:37,10/6/2013 13:37,4/15/2013,Transfer,Partner,Dog,Intact Female,5 months,0.478266743,Labrador Retriever/Basset Hound,Black
A664178,,10/6/2013 13:38,10/6/2013 13:38,4/15/2013,Transfer,Partner,Dog,Intact Female,5 months,0.478268645,Labrador Retriever/Basset Hound,Tan
A664177,,10/6/2013 13:38,10/6/2013 13:38,4/15/2013,Transfer,Partner,Dog,Intact Male,5 months,0.478268645,Labrador Retriever/Basset Hound,Chocolate
A657854,*Bow Tie,10/6/2013 13:44,10/6/2013 13:44,11/3/2012,Transfer,Partner,Other,Intact Male,11 months,0.924855403,Rabbit Sh,Black/White
A661391,*Willie,10/6/2013 13:49,10/6/2013 13:49,8/20/2012,Adoption,,Dog,Neutered Male,1 year,1.130344368,Bull Terrier Mix,White
A664065,*Snickers,10/6/2013 13:55,10/6/2013 13:55,6/13/2013,Adoption,,Cat,Spayed Female,3 months,0.316657154,Domestic Shorthair Mix,Calico
A663123,Travis,10/6/2013 14:08,10/6/2013 14:08,11/15/2012,Return to Owner,,Dog,Neutered Male,10 months,0.892024353,Dachshund Wirehair/Standard Poodle,Black
A662880,*Orange,10/6/2013 14:18,10/6/2013 14:18,7/19/2013,Adoption,,Cat,Neutered Male,2 months,0.218070776,Domestic Shorthair Mix,Orange Tabby/White
A256412,Beau,10/6/2013 14:26,10/6/2013 14:26,3/11/1997,Return to Owner,,Dog,Intact Male,16 years,16.58520928,Labrador Retriever Mix,Yellow
A661561,Oscar,10/6/2013 14:26,10/6/2013 14:26,8/21/2003,Adoption,,Cat,Neutered Male,10 years,10.13589422,Domestic Shorthair Mix,Brown Tabby
A661545,*Baby,10/6/2013 14:26,10/6/2013 14:26,8/21/2010,Adoption,,Cat,Spayed Female,3 years,3.130414764,Domestic Shorthair Mix,Brown Tabby/White
A633952,Maximus,10/6/2013 14:51,10/6/2013 14:51,8/3/2011,Return to Owner,,Dog,Neutered Male,2 years,2.179777397,Pit Bull Mix,Tan/White
A664601,,10/6/2013 15:04,10/6/2013 15:04,10/5/2008,Transfer,SCRP,Cat,Neutered Male,5 years,5.007199391,Domestic Shorthair Mix,Orange Tabby/White
A664561,,10/6/2013 15:04,10/6/2013 15:04,10/5/2011,Transfer,SCRP,Cat,Intact Male,2 years,2.007199391,Domestic Shorthair Mix,Brown Tabby
A663715,,10/6/2013 15:04,10/6/2013 15:04,3/23/2013,Transfer,SCRP,Cat,Unknown,6 months,0.541445967,Domestic Shorthair Mix,Brown Tabby/White
A664163,Corral,10/6/2013 15:06,10/6/2013 15:06,9/30/2012,Adoption,,Dog,Spayed Female,1 year,1.0181621,Chihuahua Shorthair Mix,White/Black
A663961,Cooper,10/6/2013 15:09,10/6/2013 15:09,9/27/2009,Return to Owner,,Dog,Neutered Male,4 years,4.029126712,Chihuahua Shorthair Mix,Chocolate/Tan
A624575,Star,10/6/2013 15:10,10/6/2013 15:10,2/15/2012,Adoption,,Dog,Spayed Female,1 year,1.642827245,Anatol Shepherd Mix,Tan/White
A662647,*Lucy,10/6/2013 15:35,10/6/2013 15:35,7/30/2013,Adoption,Foster,Cat,Spayed Female,2 months,0.188080289,Domestic Shorthair Mix,Torbie
A632969,Kane,10/6/2013 15:36,10/6/2013 15:36,5/22/2012,Return to Owner,,Dog,Neutered Male,1 year,1.377123288,Pit Bull Mix,Brown Brindle/White
A664628,,10/6/2013 15:45,10/6/2013 15:45,9/24/2013,Transfer,Partner,Cat,Intact Female,1 weeks,0.034674658,Domestic Medium Hair Mix,Torbie
A664629,,10/6/2013 15:45,10/6/2013 15:45,9/24/2013,Transfer,Partner,Cat,Intact Male,1 weeks,0.034674658,Domestic Medium Hair Mix,Orange Tabby
A529890,Vegas,10/6/2013 16:06,10/6/2013 16:06,12/3/2003,Euthanasia,Aggressive,Dog,Intact Male,9 years,9.851152968,Pit Bull,Blue/White
A661544,*Emmie,10/6/2013 17:05,10/6/2013 17:05,8/21/2011,Adoption,,Dog,Spayed Female,2 years,2.130717275,Pit Bull Mix,Brown/White
A661390,*Theo,10/6/2013 17:06,10/6/2013 17:06,8/20/2012,Adoption,,Dog,Neutered Male,1 year,1.130719178,Staffordshire Mix,Brown/White
A664305,Annabelle,10/6/2013 17:08,10/6/2013 17:08,8/1/2013,Adoption,,Dog,Spayed Female,2 months,0.182777778,Anatol Shepherd/Labrador Retriever,White
A664150,Pancha,10/6/2013 17:17,10/6/2013 17:17,9/30/2011,Return to Owner,,Cat,Spayed Female,2 years,2.021151065,Domestic Shorthair Mix,Tortie
A664481,Costello,10/6/2013 17:18,10/6/2013 17:18,7/28/2013,Adoption,,Dog,Neutered Male,2 months,0.193755708,Dachshund Wirehair/Border Terrier,Black/Tan
A664300,*Happy,10/6/2013 17:21,10/6/2013 17:21,8/1/2013,Adoption,,Dog,Neutered Male,2 months,0.182802511,Anatol Shepherd/Great Pyrenees,White/Tricolor
A664287,Daisy,10/6/2013 17:27,10/6/2013 17:27,6/1/2013,Adoption,,Dog,Spayed Female,4 months,0.349937215,Chihuahua Shorthair Mix,Brown/White
A664145,Spanky,10/6/2013 17:33,10/6/2013 17:33,9/30/2010,Adoption,,Dog,Neutered Male,3 years,3.021181507,Chihuahua Shorthair Mix,Black/White
A662753,*Gisele,10/6/2013 17:34,10/6/2013 17:34,9/8/2012,Adoption,,Cat,Spayed Female,1 year,1.078717656,Domestic Medium Hair Mix,Blue Tabby/White
A664633,,10/6/2013 17:41,10/6/2013 17:41,9/6/2013,Euthanasia,,Other,Unknown,4 weeks,0.084210426,Raccoon,Brown/Black
A661038,Sniper,10/6/2013 17:44,10/6/2013 17:44,6/30/2013,Adoption,,Cat,Neutered Male,3 months,0.270517504,Domestic Medium Hair Mix,Black
A664612,,10/6/2013 17:48,10/6/2013 17:48,10/6/2011,Transfer,SCRP,Cat,Intact Female,2 years,2.004771689,Domestic Shorthair Mix,Black/White
A663958,Boris,10/6/2013 17:49,10/6/2013 17:49,9/27/2008,Adoption,,Dog,Neutered Male,5 years,5.029431126,Siberian Husky Mix,Black/White
A663917,*Gucci,10/6/2013 17:52,10/6/2013 17:52,3/26/2012,Adoption,,Dog,Spayed Female,1 year,1.533546423,Chihuahua Shorthair/Australian Cattle Dog,Red Merle/White
A664161,Theobromine,10/6/2013 17:55,10/6/2013 17:55,9/30/2011,Adoption,,Dog,Neutered Male,2 years,2.021223364,Chihuahua Shorthair/Beagle,Brown
A664301,Neville,10/6/2013 18:06,10/6/2013 18:06,8/1/2013,Adoption,,Dog,Spayed Female,2 months,0.182888128,Anatol Shepherd/Great Pyrenees,White/Tan
A664140,Shirin,10/6/2013 18:11,10/6/2013 18:11,9/30/2009,Adoption,,Dog,Spayed Female,4 years,4.021253805,Miniature Poodle/Yorkshire Terrier,Buff
A664089,*Crissy,10/6/2013 18:19,10/6/2013 18:19,9/29/2005,Adoption,,Dog,Spayed Female,8 years,8.026748478,Dachshund Mix,Tricolor
A663722,Jj,10/6/2013 18:24,10/6/2013 18:24,7/16/2013,Adoption,,Cat,Neutered Male,2 months,0.226757991,Domestic Shorthair Mix,Black
A663723,Tornado,10/6/2013 18:24,10/6/2013 18:24,7/16/2013,Adoption,,Cat,Neutered Male,2 months,0.226757991,Domestic Shorthair Mix,Brown Tabby
A664606,Scooter,10/6/2013 18:28,10/6/2013 18:28,10/6/2007,Return to Owner,,Dog,Neutered Male,6 years,6.007587519,Miniature Schnauzer Mix,White
A662166,*Cupcake,10/6/2013 18:34,10/6/2013 18:34,7/15/2013,Adoption,,Cat,Spayed Female,2 months,0.229516743,Domestic Shorthair Mix,Blue
A663985,*Buster,10/6/2013 18:43,10/6/2013 18:43,9/27/2011,Adoption,,Dog,Neutered Male,2 years,2.029533866,Jack Russell Terrier/Beagle,White/Brown
A664641,,10/6/2013 18:48,10/6/2013 18:48,10/5/2013,Transfer,Partner,Cat,Intact Female,1 day,0.004885845,Domestic Shorthair Mix,Tortie
A664625,Juanito,10/7/2013 11:24,10/7/2013 11:24,10/6/2011,Return to Owner,,Dog,Intact Male,2 years,2.006780822,Chihuahua Shorthair Mix,Brown/White
A659616,*Tatiana,10/7/2013 11:48,10/7/2013 11:48,7/12/2013,Adoption,Offsite,Cat,Spayed Female,2 months,0.239703196,Domestic Medium Hair Mix,Calico
A643401,Maggie,10/7/2013 12:33,10/7/2013 12:33,6/9/2010,Adoption,,Dog,Spayed Female,3 years,3.332939498,Pit Bull Mix,Brown/White
A664462,*Edgar,10/7/2013 13:06,10/7/2013 13:06,6/3/2013,Transfer,Partner,Dog,Intact Male,4 months,0.346700913,Leonberger Mix,Brown/White
A574916,King,10/7/2013 13:08,10/7/2013 13:08,10/28/2008,Transfer,Partner,Dog,Neutered Male,4 years,4.946704718,Pit Bull,Brown Brindle/White
A664039,,10/7/2013 13:09,10/7/2013 13:09,5/28/2013,Transfer,Partner,Dog,Neutered Male,4 months,0.363144977,Labrador Retriever Mix,Yellow
A663845,Bullet,10/7/2013 13:11,10/7/2013 13:11,2/24/2013,Transfer,Partner,Dog,Neutered Male,7 months,0.617943303,Pit Bull Mix,White/Tan
A643536,Herrod,10/7/2013 13:11,10/7/2013 13:11,5/11/2012,Transfer,Partner,Dog,Neutered Male,1 year,1.409724125,Whippet Mix,Black/White
A664041,Aquilla,10/7/2013 13:12,10/7/2013 13:12,9/28/2012,Transfer,Partner,Dog,Neutered Male,1 year,1.026164384,Australian Kelpie Mix,Black/White
A664230,Arya,10/7/2013 13:13,10/7/2013 13:13,4/30/2012,Transfer,Partner,Dog,Spayed Female,1 year,1.439864916,Whippet Mix,Black
A662991,*Shimmer,10/7/2013 13:14,10/7/2013 13:14,9/11/2011,Transfer,Partner,Dog,Intact Female,2 years,2.075483257,Labrador Retriever Mix,Brown
A652358,Buddy,10/7/2013 13:39,10/7/2013 13:39,4/23/2005,Euthanasia,Rabies Risk,Dog,Neutered Male,8 years,8.464571918,Pit Bull/Mastiff,Brown/White
A661521,*Candace,10/7/2013 13:58,10/7/2013 13:58,6/28/2013,Adoption,,Cat,Spayed Female,3 months,0.278306697,Domestic Shorthair Mix,Black
A664611,Black,10/7/2013 14:02,10/7/2013 14:02,1/7/2013,Return to Owner,,Dog,Spayed Female,8 months,0.749547184,Beagle Mix,Black/Tan
